city|description
Месси́нский зали́в| Греция, см. Месиниако́с, зал.
Месси́нский проли́в| Средиземное море, между Апеннинским п-овом и о. Сицилия
Ме́ста| р. (на тер. Греции — Не́стос), впадает в Эгейское море; Болгария
Места́нса| Испания, пров. Сьюдад-Реаль
Ме́сти| Греция, ном Родопи
Мё́стинг| м., вост. побережье о. Гренландия
Ме́сто-Ждяр| Чехословакия, см. Ждяр-над-Са́завоу
Ме́сто-Те́пла| Чехословакия, см. Те́пла
Ме́стре| Италия, обл. Венеция
Месудие́| Турция, иль Орду
Ме́та| деп., Колумбия
Ме́та| р., лев. приток р. Ориноко; Колумбия и Венесуэла
Ме́талин-Фолс| США, шт. Вашингтон
Металифе́ри| горы, Румыния
Мета́лич| горы, Румыния, см. Металифе́ри, горы
Метангу́ла| Мозамбик
Мета́уро| р., впадает в Адриатическое море; Италия
Мете́мма| Эфиопия, см. Мэтэма́
Метео́р| подв. г., Атлантический океан, к зап. от Канарских о-вов
Ме́ткович| Югославия, Социалистическая Республика Хорватия
Метлави́| Тунис
Метлака́тла| США, шт. Аляска
Мето́хи| Греция, ном Ахея
Ме́тсякюля| Финляндия, ляни Оулу
Метхуо́т| Вьетнам, адм. центр пров. Даклак
Мехаба́д| Иран, остан Западный Азербайджан
Ме́хави| Норвегия, см. Ме́хамн
Меха́дия| Румыния, уезд Караш-Северин
Меха́кит| Индонезия, пров. Южный Калимантан, о. Калимантан
Ме́хамн| Норвегия, фюльке Финнмарк
Меха́рри| г., выс. 1215 м, хр. Хамерсли; Австралия
Мехеди́нци| уезд, Румыния
Ме́хелен (Мали́н)| Бельгия, пров. Антверпен
Мехика́ли| Мексика, адм. центр шт. Нижняя Калифорния Северная
Ме́хико| столица Мексики
Ме́хико| шт., Мексика
Мехильо́нес| Чили, обл. Антофагаста
Мехнда́вал| Индия, шт. Уттар-Прадеш
Мехра́н| Иран, остан Илам
Мехра́н| р., впадает в прол. Хуран (Кларенс); Иран
Мехса́на| Индия, шт. Гуджарат
Ме́хтар| Пакистан, пров. Белуджистан
Мехтарла́м| Афганистан, адм. центр пров. Лагман
Ме́хув| Польша, Келецкое воев.
Ме́хув-Харшни́ца| Польша, Келецкое воев.
Мёхя́н| хр., КНДР
Мец| Франция, адм. центр деп. Мозель
Ме́цовон| Греция, ном Янина
Ме́чек| горы, Венгрия
Ме́шеде| ФРГ, земля Северный Рейн-Вестфалия
Мешери́я| Алжир
Мешиа́на| о., дельта р. Амазонка; Бразилия
Меши́з| Иран, остан Керман
Ме́шик| США, см. Порт-Хе́йден
Мешкови́це| Польша, Щецинское воев.
Ме́шра-эр-Рек| Судан
Мешхе́д| Иран, адм. центр остана Хорасан
Мё́эн| о., Дания, см. Мён, о.
Мея́дин| Сирия
Меяме́й| Иран, остан Семнан
Мже| р., Чехословакия, см. Бе́роунка, р.
Мжежи́но| Польша, Щецинское воев.
Мзи́мба| Малави
Ми| р., лев. приток р. Каладан; Бирма
Миа́нгас (Па́льмас)| о., Тихий океан; Индонезия
Миандоа́б| Иран, остан Западный Азербайджан
Миане́| Иран, остан Восточный Азербайджан
Ми́ватн| оз., Исландия
Мигда́л-Гад| территория арабского государства, см. Эль-Маджда́ль (Ашкело́н)
Мид| вдхр., США, штаты Аризона и Невада
Мида́й| о., Южно-Китайское море; Индонезия
Ми́двилл| США, шт. Пенсильвания
Мид-Гламо́рган| граф., Великобритания, Уэльс
Ми́дделбург| Нидерланды, адм. центр пров. Зеландия
Ми́дделбург| ЮАР, Капская пров.
Ми́дделбург| ЮАР, пров. Трансвааль
Ми́дделвит| ЮАР, пров. Трансвааль
Ми́ддельфарт| Дания, амт Фюн, о. Фюн
Ми́дденмер| Нидерланды, пров. Северная Голландия
Миде́льт| Марокко
Ми́джор| г. (на тер. Болгарии — Миджу́р), выс. 2168 м, горы Западная Стара-Планина; на границе Югославии и Болгарии
Миджу́р| г. (на тер. Югославии — Ми́джор), выс. 2168 м, горы Западная Стара-Планина; на границе Болгарии и Югославии
Ми́дзик| Габон, см. Ми́цик
Мидзуна́ми| Япония, преф. Гифу, о. Хонсю
Мидзуса́ва| Япония, преф. Ивате, о. Хонсю
Мид-Илло́во| ЮАР, пров. Натал
Ми́дленд| Канада, пров. Онтарио
Ми́дленд| США, шт. Техас
Ми́длсборо| США, шт. Кентукки
Ми́длсбро| Великобритания, Англия, адм. центр граф. Кливленд
Ми́длтаун| США, шт. Нью-Йорк
